Option Name,URL,Contact,Address,Distance,Duration,Map,Pet Policy,Parking,Gym,Kitchen,Amenities,Features,Living Space,Rent,Monthly Fees,One Time Fees,Lease Info,Services,Property Info,Indoor Info,Outdoor Info
600 Harrison St,https://www.apartments.com/600-harrison-st-hoboken-nj/00f6lb3/,844-855-4231,"600 Harrison St, Hoboken, NJ 07030","* morning: 6.8 mi
* evening: 5.6 mi","* morning: 58 mins
* evening: 54 mins","https://www.google.com/maps/place/600+Harrison+St,+Hoboken,+NJ+07030","Dogs Allowed:
Please speak with Management for details and approval. Small Dogs Only 
* $250 Fee
* 60 lb Weight Limit
* Must Be Spayed/Neutered","Garage: $225
29 spaces; Assigned Parking.","* Fitness Center
* Fitness Programs
* Bike Storage","* Dishwasher
* Ice Maker
* Stainless Steel Appliances
* Island Kitchen
* Microwave
* Oven
* Refrigerator
* Freezer","* Herb Garden
* Ivy Covered Trellises
* Outdoor Grill
* Zen-like outdoor lounge with Wi-Fi","* High Speed Internet Access
* Washer/Dryer
* Air Conditioning
* Smoke Free
* Cable Ready
* Trash Compactor
* Tub/Shower
* Intercom
* Sprinkler System","* Hardwood Floors
* Window Coverings","$2,700 - 3,100",* Assigned Garage Parking: $225,"* Application Fee: $50
* Cat Fee: $250
* Dog Fee: $250",13 months,"* Package Service
* Community-Wide WiFi
* Laundry Facilities
* Controlled Access
* Security System
* Shuttle to Train
* On-Site Retail
* Recycling
* Planned Social Activities
* Parking Security","* Built in 2017
* 47 Units/7 Stories","* Elevator
* Disposal Chutes","* Sundeck
* Zen Garden"
250 west 100th st,https://www.apartments.com/250-west-100th-st-new-york-ny/016zlt2/,,"250 W 100th St, New York, NY 10025","* morning: 5.1 mi
* evening: 5.2 mi","* morning: 38 mins
* evening: 33 mins","https://www.google.com/maps/place/250+W+100th+St,+New+York,+NY+10025",Dogs and Cats Allowed,,,"* Kitchen
* Oven
* Refrigerator","* Bike Room
* Electricity Included
* Elevator
* Full-Time Doorman
* Heat/Hot Water Included
* Laundry In Building
* Live-In Super
* Outdoor Areas
* Roof Deck
* Storage
* Verizon FiOS
* Window Units
* Hardwood Floors
* Renovated","* High Speed Internet Access
* Smoke Free",,"$2,700","* Water, Trash Removal, Sewer: Included",* Admin Fee: $150,,"* Laundry Facilities
* Doorman","* Built in 1923
* 188 Units/14 Stories",,* Rooftop Lounge
458 West 52nd St.,https://www.apartments.com/458-west-52nd-st-new-york-ny/vd0hgld/,,"458 W 52nd St, New York, NY 10019","* morning: 1.9 mi
* evening: 1.9 mi","* morning: 21 mins
* evening: 21 mins","https://www.google.com/maps/place/458+W+52nd+St,+New+York,+NY+10019",Pets Negotiable,,,"* Oven
* Refrigerator","* Air Conditioning
* Elevator
* Laundry In Building
* Live-In Super
* Dishwasher
* Hardwood Floors",,,"$2,700","* Water, Heat: Included",* Application Fee: $75,,* Security System,"* Built in 1910
* 26 Units/6 Stories",,
214 E 90th St Unit 1E,https://www.apartments.com/214-e-90th-st-new-york-ny/hy88yv0/,973-861-0011,"214 E 90th St, New York, NY 10128","* morning: 1.8 mi
* evening: 1.8 mi","* morning: 13 mins
* evening: 13 mins","https://www.google.com/maps/place/214+E+90th+St,+New+York,+NY+10128",Dogs and Cats Allowed,,,,,,,"$2,700",,,12 Months,,,,
240 E 82nd St,https://www.apartments.com/240-e-82nd-st-new-york-ny/w20b8rk/,,"240 E 82nd St, New York, NY 10028","* morning: 1.8 mi
* evening: 1.8 mi","* morning: 14 mins
* evening: 14 mins","https://www.google.com/maps/place/240+E+82nd+St,+New+York,+NY+10028",Dogs and Cats Allowed,,,,,,,"$2,700",,,12 Months,* Laundry Facilities,,,
1380 3rd Ave,https://www.apartments.com/1380-3rd-ave-new-york-ny/r0n4b52/,844-321-3082,"1380 3rd Ave, New York, NY 10075","* morning: 1.1 mi
* evening: 1.1 mi","* morning: 7 mins
* evening: 7 mins","https://www.google.com/maps/place/1380+3rd+Ave,+New+York,+NY+10075",Dogs and Cats Allowed,,,,,,,"$2,700",,,12 Months,,,,
22 Caton Pl Unit # 6A,https://www.apartments.com/22-caton-pl-brooklyn-ny/bjd714c/,844-282-1562,"22 Caton Pl, Brooklyn, NY 11218","* morning: 10.9 mi
* evening: 10.9 mi","* morning: 48 mins
* evening: 51 mins","https://www.google.com/maps/place/22+Caton+Pl,+Brooklyn,+NY+11218",Dogs and Cats Allowed,Garage,,,,* Washer/Dryer Hookup,,"$2,700",,,12 Months,,,,
20 W 85th St Unit 2B,https://www.apartments.com/20-w-85th-st-new-york-ny/ywkr8ps/,855-254-2938,"20 W 85th St, New York, NY 10024","* morning: 4.8 mi
* evening: 2.6 mi","* morning: 39 mins
* evening: 22 mins","https://www.google.com/maps/place/20+W+85th+St,+New+York,+NY+10024",Dogs and Cats Allowed,,,,,,,"$2,700",,,12 Months,,,,
94 Grand Ave Unit 4G,https://www.apartments.com/94-grand-ave-brooklyn-ny/bpwzq6c/,855-841-1853,"94 Grand Ave, Brooklyn, NY 11205","* morning: 8.2 mi
* evening: 8.2 mi","* morning: 53 mins
* evening: 51 mins","https://www.google.com/maps/place/94+Grand+Ave,+Brooklyn,+NY+11205",Dogs and Cats Allowed,,,,,* Washer/Dryer,,"$2,700",,,12 Months,,,,
66 E 80th St Unit 3-A,https://www.apartments.com/66-e-80th-st-new-york-ny/z97rtvw/,,"66 E 80th St, New York, NY 10075","* morning: 1.2 mi
* evening: 1.2 mi","* morning: 10 mins
* evening: 10 mins","https://www.google.com/maps/place/66+E+80th+St,+New+York,+NY+10075",Dogs and Cats Allowed,,,,,,,"$2,700",,,12 Months,* Laundry Facilities,,,
101 W 86th St Unit 1E,https://www.apartments.com/101-w-86th-st-new-york-ny/x82bh0m/,844-896-1917,"101 W 86th St, New York, NY 10024","* morning: 4.6 mi
* evening: 2.6 mi","* morning: 35 mins
* evening: 22 mins","https://www.google.com/maps/place/101+W+86th+St,+New+York,+NY+10024",Dogs and Cats Allowed,,,,,,,"$2,700",,,12 Months,,,,
238 Sackett St Unit 3D,https://www.apartments.com/238-sackett-st-brooklyn-ny/x6dp46p/,844-305-9758,"238 Sackett St, Brooklyn, NY 11231","* morning: 8.3 mi
* evening: 8.3 mi","* morning: 40 mins
* evening: 42 mins","https://www.google.com/maps/place/238+Sackett+St,+Brooklyn,+NY+11231",Dogs and Cats Allowed,,,,,,,"$2,700",,,12 Months,* Laundry Facilities,,,
200 Schermerhorn St Unit 413,https://www.apartments.com/200-schermerhorn-st-brooklyn-ny/kn9zkt9/,844-827-6299,"200 Schermerhorn St, Brooklyn, NY 11201","* morning: 8.1 mi
* evening: 7.2 mi","* morning: 40 mins
* evening: 31 mins","https://www.google.com/maps/place/200+Schermerhorn+St,+Brooklyn,+NY+11201",Dogs and Cats Allowed,Street,,,,,,"$2,700",,,12 Months,* Laundry Facilities,,,
242 W 100th St,https://www.apartments.com/242-w-100th-st-new-york-ny/3vxkqte/,,"242 W 100th St, New York, NY 10025","* morning: 5.0 mi
* evening: 4.9 mi","* morning: 37 mins
* evening: 33 mins","https://www.google.com/maps/place/242+W+100th+St,+New+York,+NY+10025",Dogs and Cats Allowed,,,,,,,"$2,700",,,,,,,
47 Woodhull St,https://www.apartments.com/47-woodhull-st-brooklyn-ny/wftxe9j/,516-362-3382,"47 Woodhull St, Brooklyn, NY 11231","* morning: 8.5 mi
* evening: 8.5 mi","* morning: 45 mins
* evening: 48 mins","https://www.google.com/maps/place/47+Woodhull+St,+Brooklyn,+NY+11231",Dogs and Cats Allowed,,,,,,,"$2,700",,,12 Months,,,,
37 W 89th St,https://www.apartments.com/37-w-89th-st-new-york-ny/z9zynkw/,,"37 W 89th St, New York, NY 10024","* morning: 4.9 mi
* evening: 3.4 mi","* morning: 40 mins
* evening: 27 mins","https://www.google.com/maps/place/37+W+89th+St,+New+York,+NY+10024",Dogs and Cats Allowed,,,,,,,"$2,700",,,12 Months,,,,
37 W 89th St Unit 7,https://www.apartments.com/37-w-89th-st-new-york-ny/rkm0hp1/,646-677-4284,"37 W 89th St, New York, NY 10024","* morning: 4.9 mi
* evening: 3.4 mi","* morning: 40 mins
* evening: 27 mins","https://www.google.com/maps/place/37+W+89th+St,+New+York,+NY+10024",Dogs and Cats Allowed,,,,,* Washer/Dryer,,"$2,700",,,12 Months,,,,
206 W 104th St Unit 8,https://www.apartments.com/206-w-104th-st-new-york-ny/0dnegs0/,347-507-4535,"206 W 104th St, New York, NY 10025","* morning: 5.4 mi
* evening: 5.4 mi","* morning: 40 mins
* evening: 32 mins","https://www.google.com/maps/place/206+W+104th+St,+New+York,+NY+10025",Dogs and Cats Allowed,,,,,,,"$2,700",,,12 Months,* Laundry Facilities,,,
304 W 92nd St Unit 7K,https://www.apartments.com/304-w-92nd-st-new-york-ny/c3fwjkf/,844-612-6682,"304 W 92nd St, New York, NY 10025","* morning: 5.2 mi
* evening: 4.9 mi","* morning: 33 mins
* evening: 33 mins","https://www.google.com/maps/place/304+W+92nd+St,+New+York,+NY+10025",Dogs and Cats Allowed,,,,,,,"$2,700",,,12 Months,* Laundry Facilities,,,
137 Kane St,https://www.apartments.com/137-kane-st-brooklyn-ny/19pg174/,,"137 Kane St, Brooklyn, NY 11231","* morning: 7.9 mi
* evening: 7.9 mi","* morning: 41 mins
* evening: 43 mins","https://www.google.com/maps/place/137+Kane+St,+Brooklyn,+NY+11231",Dogs and Cats Allowed,,,,,,,"$2,700",,,,,,,
863 Carroll St Unit 4A,https://www.apartments.com/863-carroll-st-brooklyn-ny/ecsl1yq/,844-673-5228,"863 Carroll St, Brooklyn, NY 11215","* morning: 8.5 mi
* evening: 8.5 mi","* morning: 39 mins
* evening: 41 mins","https://www.google.com/maps/place/863+Carroll+St,+Brooklyn,+NY+11215",Dogs and Cats Allowed,Street,,,,* Washer/Dryer,,"$2,700",,,12 Months,,,,
BKLYN Gold,https://www.apartments.com/bklyn-gold-brooklyn-ny/v87ht5d/,,"257-277 Gold St, Brooklyn, NY 11201","* morning: 6.6 mi
* evening: 7.1 mi","* morning: 34 mins
* evening: 35 mins","https://www.google.com/maps/place/257-277+Gold+St,+Brooklyn,+NY+11201","Dogs Allowed:
non-aggressive 
* 50 lb Weight Limit",,"* Fitness Center
* Pool
* Bike Storage
* Media Center/Movie Theatre",,,"* High Speed Internet Access
* Wi-Fi
* Washer/Dryer
* Air Conditioning
* Smoke Free
* Storage Units
* Surround Sound
* Wheelchair Accessible (Rooms)","* Hardwood Floors
* Views","$2,700 - 2,750","* Gas, Heat: Included",* Application Fee: $65,,"* Concierge
* 24 Hour Availability
* Trash Pickup - Door to Door","* Built in 2010
* 570 Units/13 Stories","* Elevator
* Lounge","* Rooftop Lounge
* Sundeck
* Cabana
* Courtyard
* Grill
* Picnic Area"
The Morgan At Provost Square,https://www.apartments.com/the-morgan-at-provost-square-jersey-city-nj/53kns2q/,844-606-3273,"160 Morgan St, Jersey City, NJ 07302","* morning: 6.6 mi
* evening: 6.5 mi","* morning: 45 mins
* evening: 39 mins","https://www.google.com/maps/place/160+Morgan+St,+Jersey+City,+NJ+07302",Pets Negotiable,,"* Fitness Center
* Pool
* Gameroom
* Media Center/Movie Theatre","* Dishwasher
* Disposal
* Granite Countertops
* Stainless Steel Appliances
* Microwave","* Childrens Playroom
* Dog Run
* Fitness Center
* Outdoor Entertainment Area with Fire Pit and TV
* Outdoor Grills
* Outdoor Pool and Deck
* Reading Room
* Resident Club
* Rooftop Garden
* The Pub - Sports Club
* Yoga Room/Flex Space","* High Speed Internet Access
* Washer/Dryer
* Air Conditioning
* Storage Units
* Wheelchair Accessible (Rooms)","* Hardwood Floors
* Walk-In Closets","$2,710 - 3,360","* Cat Rent: $50
* Dog Rent: $50
* Water, Trash Removal, Sewer: Included",* Application Fee: $100,12 or 24 months,"* Package Service
* Wi-Fi at Pool and Clubhouse
* Laundry Facilities
* Controlled Access
* Maintenance on site
* Property Manager on Site
* Concierge
* 24 Hour Availability
* On-Site Retail
* Dry Cleaning Service
* Pet Care
* Pet Play Area
* Pet Washing Station","* Built in 2015
* 417 Units/38 Stories","* Elevator
* Clubhouse
* Lounge
* Multi Use Room
* Coffee Bar
* Library","* Rooftop Lounge
* Sundeck
* Grill"
Liberty Towers,https://www.apartments.com/liberty-towers-jersey-city-nj/pypqn8t/,844-259-8136,"33 Hudson St, Jersey City, NJ 07302","* morning: 6.1 mi
* evening: 6.1 mi","* morning: 45 mins
* evening: 38 mins","https://www.google.com/maps/place/33+Hudson+St,+Jersey+City,+NJ+07302","Dogs and Cats Allowed:
Please call for restrictions. 
* $500 Deposit
* $50 Monthly Pet Rent
* 2 Pet Limit","Covered: $150 - 300
1 space. Indoor Gate-Controlled Parking","* Fitness Center
* Free Weights
* Spa
* Pool
* Playground
* Gameroom","* Dishwasher
* Granite Countertops
* Range
* Refrigerator",,"* High Speed Internet Access
* Wi-Fi
* Washer/Dryer
* Air Conditioning
* Cable Ready
* Wheelchair Accessible (Rooms)","* Hardwood Floors
* Tile Floors
* Views
* Walk-In Closets","$2,718 - 4,602","* Unassigned Covered Parking: $150 - 300
* Cat Rent: $50
* Dog Rent: $50","* Application Fee: $75
* Cat Deposit: $500
* Dog Deposit: $500",,"* Package Service
* Laundry Facilities
* Controlled Access
* Maintenance on site
* Property Manager on Site
* Doorman
* Concierge
* Maid Service
* Guest Apartment","* Built in 2003
* 651 Units/37 Stories","* Elevator
* Business Center
* Clubhouse
* Breakfast/Coffee Concierge
* Storage Space","* Sundeck
* Grill"
341 W 45th St Unit 203,https://www.apartments.com/341-w-45th-st-new-york-ny/dmmpy9j/,844-651-3206,"341 W 45th St, New York, NY 10036","* morning: 1.8 mi
* evening: 1.8 mi","* morning: 17 mins
* evening: 19 mins","https://www.google.com/maps/place/341+W+45th+St,+New+York,+NY+10036",Dogs and Cats Allowed,,,,,,,"$2,725",,,12 Months,* Laundry Facilities,,,
The Berkshire at The Shipyard,https://www.apartments.com/the-berkshire-at-the-shipyard-hoboken-nj/1sx1fw7/,,"1401 Hudson St, Hoboken, NJ 07030",* evening: 5.2 mi,* evening: 40 mins,"https://www.google.com/maps/place/1401+Hudson+St,+Hoboken,+NJ+07030","Dogs and Cats Allowed
Please call for breed restrictions. 
* $50 Monthly Pet Rent
* 1 Pet Limit","Garage: $255 - 300
1 space.","* Fitness Center
* Pool
* Playground","* Microwave
* Range
* Refrigerator","* Available Concierge Service
* Available Garage Parking
* Dog Run
* Fitness Center by Technogym
* Green Building (LEED Gold Certified)
* Indoor and Outdoor Child Play Areas
* Marina and Yacht Club
* On-Site Banking
* Residents' Lounge with Wi-Fi
* Rooftop Pools
* Shipyard Shuttle Service to/from PATH
* Washer and Dryer in Every Unit
* Waterfront Parks and Promenade","* High Speed Internet Access
* Wi-Fi
* Washer/Dryer
* Air Conditioning
* Smoke Free
* Wheelchair Accessible (Rooms)",* Views,"$2,735 - 3,030","* Unassigned Garage Parking: $255 - 300
* Cat Rent: $50
* Dog Rent: $50
* Water, Heat, Trash Removal, Sewer: Included",* Amenity Fee: $750,12,"* Maintenance on site
* Property Manager on Site
* Concierge
* Shuttle to Train
* Maid Service
* Pet Play Area","* Built in 2010
* 93 Units/13 Stories","* Elevator
* Business Center
* Clubhouse",* Sundeck
265 W 87th St,https://www.apartments.com/265-w-87th-st-new-york-ny/rdxglf2/,844-640-4953,"265 W 87th St, New York, NY 10024","* morning: 4.5 mi
* evening: 4.6 mi","* morning: 31 mins
* evening: 28 mins","https://www.google.com/maps/place/265+W+87th+St,+New+York,+NY+10024",Dogs and Cats Allowed,,,,,,,"$2,740",,,12 Months,* Laundry Facilities,,,
53 S 11th St Unit 5F,https://www.apartments.com/53-s-11th-st-brooklyn-ny/y964lqs/,862-621-6231,"53 S 11th St, Brooklyn, NY 11249","* morning: 6.1 mi
* evening: 7.0 mi","* morning: 41 mins
* evening: 45 mins","https://www.google.com/maps/place/53+S+11th+St,+Brooklyn,+NY+11249",Dogs and Cats Allowed,,,,,,* Furnished,"$2,745",,,12 Months,* Laundry Facilities,* Furnished,,
165 E 90th St,https://www.apartments.com/165-e-90th-st-new-york-ny/w1pt0jk/,844-317-6571,"165 E 90th St, New York, NY 10128","* morning: 1.7 mi
* evening: 1.7 mi","* morning: 11 mins
* evening: 10 mins","https://www.google.com/maps/place/165+E+90th+St,+New+York,+NY+10128",Dogs and Cats Allowed,,,,,,,"$2,749",,,12 Months,,,,
237 9th Ave,https://www.apartments.com/237-9th-ave-new-york-ny/fqyqcjv/,973-604-7323,"237 9th Ave, New York, NY 10001","* morning: 3.2 mi
* evening: 3.1 mi","* morning: 25 mins
* evening: 24 mins","https://www.google.com/maps/place/237+9th+Ave,+New+York,+NY+10001",Dogs and Cats Allowed,,,,,,,"$2,749",,,12 Months,* Laundry Facilities,,,
110 Fourth Avenue,https://www.apartments.com/110-fourth-avenue-brooklyn-ny/yf292xs/,,"110 4th Ave, Brooklyn, NY 11217","* morning: 8.0 mi
* evening: 7.7 mi","* morning: 36 mins
* evening: 33 mins","https://www.google.com/maps/place/110+4th+Ave,+Brooklyn,+NY+11217","Dogs, Cats, Birds, Fish, Reptiles and Other Pets Allowed",,* Health Club Facility,,"* Doorman
* Elevator
* Gym
* Heat/Hot Water Included
* Live-In Super
* New Development
* Outdoor Areas
* Virtual Doorman
* Washer/Dryer Allowed
* Dishwasher
* Full-Time Doorman
* Hardwood Floors
* Laundry in Unit
* Microwave
* On-Site Gym
* Private Outdoor Space
* Renovated
* Rooftop Deck","* Washer/Dryer
* Air Conditioning
* Wheelchair Accessible (Rooms)",,"$2,750","* Gas, Water, Heat: Included",,12 - 24 Month Leases,,"* Built in 2007
* 49 Units/10 Stories",* Elevator,
119 West 88th Street,https://www.apartments.com/119-west-88th-street-new-york-ny/r6c6980/,,"119 W 88th St, New York, NY 10024","* morning: 4.7 mi
* evening: 3.5 mi","* morning: 36 mins
* evening: 29 mins","https://www.google.com/maps/place/119+W+88th+St,+New+York,+NY+10024",Dogs and Cats Allowed,,,,"* Heat/Hot Water Included
* Laundry In Building
* Window Units
* Balcony
* Decorative Fireplace
* Duplex
* Hardwood Floors
* Private Outdoor Space
* Private Terrace",,,"$2,750",,,,,"* Built in 1910
* 10 Units/4 Stories",,
335 1st Avenue Unit 5,https://www.apartments.com/335-1st-avenue-new-york-ny/xy2zg6q/,,"335 1st Avenue, New York, NY 10003","* morning: 2.6 mi
* evening: 3.1 mi","* morning: 20 mins
* evening: 21 mins","https://www.google.com/maps/place/335+1st+Avenue,+New+York,+NY+10003",Dogs and Cats Allowed,,,,,,,"$2,750",,,12 Months,* Laundry Facilities,,,
209 E 25th St Unit 2D,https://www.apartments.com/209-e-25th-st-new-york-ny/rm8t2c1/,,"209 E 25th St, New York, NY 10010","* morning: 2.3 mi
* evening: 2.1 mi","* morning: 15 mins
* evening: 18 mins","https://www.google.com/maps/place/209+E+25th+St,+New+York,+NY+10010",Dogs and Cats Allowed,,,,,,,"$2,750",,,12 Months,* Laundry Facilities,,,
317 E 74th St Unit 5-C,https://www.apartments.com/317-e-74th-st-new-york-ny/bcsxyt9/,,"317 E 74th St, New York, NY 10021","* morning: 1.4 mi
* evening: 1.0 mi","* morning: 13 mins
* evening: 10 mins","https://www.google.com/maps/place/317+E+74th+St,+New+York,+NY+10021",Dogs and Cats Allowed,,,,,* Washer/Dryer,,"$2,750",,,12 Months,,,,
7 W 87th St Unit 3A,https://www.apartments.com/7-w-87th-st-new-york-ny/lnkk31f/,,"7 W 87th St, New York, NY 10024","* morning: 4.8 mi
* evening: 3.2 mi","* morning: 39 mins
* evening: 24 mins","https://www.google.com/maps/place/7+W+87th+St,+New+York,+NY+10024",Dogs and Cats Allowed,,,,,,,"$2,750",,,12 Months,* Laundry Facilities,,,
9 W 73rd St Unit 6B,https://www.apartments.com/9-w-73rd-st-new-york-ny/pejec4r/,,"9 W 73rd St, New York, NY 10023","* morning: 1.3 mi
* evening: 2.5 mi","* morning: 28 mins
* evening: 24 mins","https://www.google.com/maps/place/9+W+73rd+St,+New+York,+NY+10023",Dogs and Cats Allowed,,,,,,,"$2,750",,,12 Months,* Laundry Facilities,,,
32 W 71st St Unit 1A,https://www.apartments.com/32-w-71st-st-new-york-ny/wsbs2pl/,,"32 W 71st St, New York, NY 10023","* morning: 1.4 mi
* evening: 2.6 mi","* morning: 29 mins
* evening: 24 mins","https://www.google.com/maps/place/32+W+71st+St,+New+York,+NY+10023",Dogs and Cats Allowed,,,,,,,"$2,750",,,12 Months,* Laundry Facilities,,,
68 W 69th St Unit 2C,https://www.apartments.com/68-w-69th-st-new-york-ny/wv2s06k/,,"68 W 69th St, New York, NY 10023","* morning: 1.3 mi
* evening: 1.8 mi","* morning: 28 mins
* evening: 27 mins","https://www.google.com/maps/place/68+W+69th+St,+New+York,+NY+10023",Dogs and Cats Allowed,,,,,,,"$2,750",,,12 Months,* Laundry Facilities,,,
105 W 105th St Unit 3A,https://www.apartments.com/105-w-105th-st-new-york-ny/08e5373/,,"105 W 105th St, New York, NY 10025","* morning: 4.7 mi
* evening: 4.0 mi","* morning: 33 mins
* evening: 35 mins","https://www.google.com/maps/place/105+W+105th+St,+New+York,+NY+10025",Dogs and Cats Allowed,,,,,,,"$2,750",,,12 Months,* Laundry Facilities,,,
110 W 74th St Unit 1A,https://www.apartments.com/110-w-74th-st-new-york-ny/myqj5rj/,,"110 W 74th St, New York, NY 10023","* morning: 4.1 mi
* evening: 2.7 mi","* morning: 30 mins
* evening: 28 mins","https://www.google.com/maps/place/110+W+74th+St,+New+York,+NY+10023",Dogs and Cats Allowed,,,,,,,"$2,750",,,12 Months,* Laundry Facilities,,,
114 W 76th St Unit 3F,https://www.apartments.com/114-w-76th-st-new-york-ny/5l2t8bm/,,"114 W 76th St, New York, NY 10023","* morning: 4.2 mi
* evening: 3.9 mi","* morning: 32 mins
* evening: 31 mins","https://www.google.com/maps/place/114+W+76th+St,+New+York,+NY+10023",Dogs and Cats Allowed,,,,,,,"$2,750",,,12 Months,* Laundry Facilities,,,
122 W 75th St Unit 3A,https://www.apartments.com/122-w-75th-st-new-york-ny/zbwyybx/,,"122 W 75th St, New York, NY 10023","* morning: 4.1 mi
* evening: 3.8 mi","* morning: 30 mins
* evening: 30 mins","https://www.google.com/maps/place/122+W+75th+St,+New+York,+NY+10023",Dogs and Cats Allowed,,,,,,,"$2,750",,,12 Months,* Laundry Facilities,,,
151 W 72nd St Unit 2B,https://www.apartments.com/151-w-72nd-st-new-york-ny/sjh7506/,,"151 W 72nd St, New York, NY 10023","* morning: 3.9 mi
* evening: 3.6 mi","* morning: 27 mins
* evening: 26 mins","https://www.google.com/maps/place/151+W+72nd+St,+New+York,+NY+10023",Dogs and Cats Allowed,,,,,,,"$2,750",,,12 Months,* Laundry Facilities,,,
402 W 51st St Unit 4E,https://www.apartments.com/402-w-51st-st-new-york-ny/x006bsn/,,"402 W 51st St, New York, NY 10019","* morning: 1.8 mi
* evening: 1.7 mi","* morning: 19 mins
* evening: 18 mins","https://www.google.com/maps/place/402+W+51st+St,+New+York,+NY+10019",Dogs and Cats Allowed,,,,,,,"$2,750",,,12 Months,,,,
